AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class
0.14081308,-0.20040798,0.2126216,0.052758396,0.05850053,-0.04249587,1
0.2218623,-0.9287472,0.30937928,-0.035206202,0.10370456,-0.02172645,1
0.37208706,-0.06943703,1.0366168,-0.07674503,0.09209812,0.006984215,1
0.042916186,-0.40421867,0.19910745,-0.12805772,0.105537154,-0.001567897,1
-0.5958105,0.6784439,-0.093137115,-0.06819292,0.089043796,-0.002178762,1
-0.26967326,1.0340424,0.150695,-0.082242824,0.03650938,-0.080980375,1
0.2545926,0.76164055,0.16357026,-0.013825917,0.049948413,0.031418826,1
-0.29838324,1.201724,0.6190338,-0.04803437,0.053613603,0.026531901,1
-0.110662565,0.5659399,0.35068625,0.018549941,0.08049168,-0.011341739,1
1.2247245,-0.2727766,-1.4845284,0.041151956,0.07804822,0.03386229,1
0.6409043,0.068237305,-2.0281882,0.18165097,0.1256957,0.024088446,1
0.7670377,0.45029736,0.65609485,-0.01077159,0.089043796,0.007595081,1
0.10014585,-0.5067797,-1.2796113,-0.01749111,0.16906713,-0.06693048,1
0.69008076,0.12434292,-0.35098732,-0.008938995,0.037731107,0.04546873,1
-0.28534955,0.35297298,2.6321793,-0.13477723,0.21304943,-0.046771925,1
2.6572514,0.2064457,-0.7330127,-0.0492561,0.15074117,0.06868161,1
0.37663406,1.2374697,-1.0493343,0.1828727,0.037120245,0.040581804,1
-0.91097295,0.46972847,-2.7874768,0.12911655,0.061554853,-0.11824316,1
-1.2305194,0.811574,0.061510444,0.006332636,0.06033312,-0.09869547,1
0.9009464,-1.0314751,-1.3722352,0.00205658,0.018183421,-0.03211116,1
0.75300395,0.015275955,3.0466552,-0.13538809,-0.014192437,0.037527476,1
-1.1676248,-0.75450706,-1.2778082,-0.10789916,0.0132965,-0.018061258,1
-1.7441503,0.54227924,-0.6513643,-0.0773559,0.099428505,-0.03944154,1
-0.43428195,0.7659216,-0.29394615,0.09124291,0.12019792,-0.06876308,1
0.4609347,1.3034897,0.9793261,0.07352781,0.14096732,-0.12251921,1
-0.0903738,-0.23150635,0.63785714,0.11995357,0.09576331,-0.12374094,1
-0.88327193,0.6551466,0.12757134,0.039930224,0.005355252,-0.07853692,1
-0.70495564,0.3130064,-0.45026016,-0.109731756,0.05911139,-0.03211116,1
0.20419395,1.0137014,2.2625241,-0.17631607,-0.086274534,0.024699312,1
-0.54488486,1.4994917,-0.21661854,-0.32292372,0.010242173,0.08639671,1
