AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class
-2.049965,-0.5750761,-1.9077339,-0.26232588,-0.14689273,0.121358566,1
-0.19369423,0.66847515,-1.8006642,0.10480412,0.068131834,-0.16513723,1
0.3743561,1.6133137,-2.5071158,-0.2042937,-0.22019655,0.2209296,1
-2.1224718,-0.18945217,-6.0990243,-0.46757662,-0.027774006,-0.051516302,1
-1.4193065,3.5790758,-5.1423798,-0.5243871,0.000937,0.087150104,1
-2.291411,2.539795,-3.370381,0.6551937,0.120055385,-0.09427687,1
0.05437374,2.0105581,-0.14475334,0.5507357,0.0669101,-0.1413135,1
-1.9965062,0.82431984,-5.3761787,0.38396955,-0.059538998,-0.20606521,1
0.11707476,-1.5123501,8.410082,0.95451766,0.051638477,-0.1498656,1
0.5163642,-4.791968,6.8298974,0.3491502,0.10111856,-0.22072598,1
-0.8706962,-4.544372,8.089055,-0.32646674,0.07118616,0.03522656,1
-1.781294,-2.2723303,6.0554495,-0.6318994,0.031479925,0.06576982,1
-2.0485656,-0.07038593,2.139461,-0.45658106,-0.04671083,0.16778433,1
-1.2102484,0.047377586,1.4541788,-0.40038145,0.006434447,0.086539246,1
-1.3458135,1.4091282,-0.914291,-0.20001765,0.06446664,-0.043575056,1
-1.3468707,1.7174492,-1.3523942,-0.028975375,0.09317731,-0.12237667,1
-0.6794827,1.5364723,-0.9366736,0.010730867,0.066299245,-0.093666,1
-0.6640378,1.244627,-0.9750042,0.11518883,0.0669101,-0.08022697,1
0.38948637,0.6208401,0.24225864,0.14145604,0.03697771,-0.062511876,1
0.793174,-0.4619465,0.46428397,0.053491432,0.014375695,-0.030746885,1
0.9293397,-0.23779011,1.2727795,0.04860451,0.007656178,-0.025859963,1
0.28369614,-0.2868185,0.47709554,0.012563462,0.000937,-0.000814,1
0.2847131,-0.3095932,1.1216643,-0.038749218,-0.010058914,0.00346157,1
0.45962372,-1.1938496,1.9354146,-0.16275486,-0.016167566,0.019344065,1
0.18080513,0.1531496,-2.0726638,-0.3374623,-0.022276219,0.07004588,1
-0.017935902,1.8272114,-5.102045,-0.5879171,-0.026552275,0.08470664,1
0.3381281,-0.92197704,0.7964578,-0.36006433,-0.07481063,0.07248934,1
-0.29183438,2.8181791,-6.4391537,-0.08700757,0.041253768,-0.03624467,1
-0.83071554,3.0431967,-4.8519735,0.039441533,0.05835799,-0.04662938,1
-0.4596022,2.0568333,-1.7073002,0.322883,0.085236065,-0.08816822,1
-0.61355937,2.1732397,-3.2597458,0.3210504,0.047362417,-0.09488773,1
0.7830882,0.90466213,-0.829533,0.22880976,0.085236065,-0.115046285,1
0.94900477,-0.7036991,0.2851976,0.18666007,-0.005782858,-0.057624955,1
0.7957696,-0.8857908,0.80262864,0.003400484,-0.039380446,0.005294167,1
0.68837976,-1.0520163,1.4294488,-0.025310185,-0.06625852,0.005294167,1
-0.3158478,0.26328087,-0.6034405,-0.16947438,-0.02349795,0.07187848,1
0.1356066,-0.369462,1.2540327,-0.16336572,-0.05404121,0.033393964,1
-0.59159476,1.0399389,-1.4174639,-0.13465506,-0.029606603,0.014457144,1
-0.43331945,0.069374084,-0.29899463,-0.074179396,-0.014945837,-0.013031792,1
0.23276216,1.9235992,-2.5428655,0.13717997,-0.02349795,-0.019140445,1
-1.0409409,0.30192757,-0.71491826,0.117632285,0.05102761,-0.059457548,1
0.9144094,0.54854107,-1.1923814,0.094419405,-0.062593326,0.012624547,1
0.39158276,-0.22759819,-1.4570285,-0.02958624,-0.020443624,-0.02097304,1
0.5102954,-0.10966873,-0.1501472,-0.1322116,-0.007004588,0.02239839,1
-0.012170792,-0.46080208,0.8175528,-0.09189449,0.021095213,-0.020362174,1
-0.97329867,-0.06516552,-0.08741164,-0.09250536,0.015597426,-0.01730785,1
-0.26538858,1.4089718,0.23761201,0.009509136,0.036366843,-0.02097304,1
-0.77617764,-0.4218998,0.22340202,-0.006984226,-0.016167566,0.0327831,1
-0.42648914,1.049284,-1.6589177,0.058378354,0.022316944,-0.04907284,1
-0.007946285,1.1186256,-2.0849187,0.022948172,-0.047321696,0.012624547,1
0.96844184,1.2772074,-1.6713204,0.10969104,0.021706078,-0.11687888,1
-0.6503712,-0.96358204,-0.5470114,0.012563462,0.13593787,-0.0954986,1
0.40339938,1.094182,2.2118988,0.05165884,0.14815518,-0.12237667,1
-0.43815905,0.5123949,0.08247471,0.068152204,0.2165721,-0.08633562,1
0.08423889,-0.24206829,0.61329556,-0.039360084,0.095620774,-0.0533489,1
-0.62591845,0.6367264,-0.9361751,-0.09250536,0.115779325,0.027285315,1
-0.3345596,0.602952,-0.12745214,-0.043025274,0.09378818,0.109752126,1
-0.261406,0.32347298,0.33065605,-0.20551543,0.13044009,-0.013642658,1
-0.85551476,1.8332615,-2.469263,0.14573209,0.0687427,-0.00447968,1
-0.28958303,1.1977606,0.9826059,-0.053409982,0.10050769,-0.034412075,1
0.81935567,-0.22285652,0.58794373,0.065097876,0.18175277,-0.074118316,1
-0.19648498,0.27446175,0.7178005,-0.002097303,0.17930931,-0.020362174,1
-0.17689517,-0.09498501,-0.9571762,-0.000876,0.16648114,-0.044185918,1
0.7800729,-0.47483444,-0.15245849,-0.005762494,0.09378818,-0.024027366,1
-0.3441397,-0.2574234,-0.56557643,0.061432682,0.01376483,0.018122334,1
-0.46598193,0.74330044,0.982545,-0.06440555,0.07607309,-0.010588331,1
-0.35823995,0.7688122,-0.6330226,-0.006984226,0.04980588,-0.042353325,1
-0.7747475,0.042336464,0.26946518,0.072428256,0.003380121,0.086539246,1
-0.14982037,-1.1280441,1.1975257,0.080980375,0.03331252,0.020565797,1
1.5543634,-0.3979025,0.20462826,0.035165478,-0.016778432,0.053552523,1
2.8119705,-1.5007181,-1.2411206,-0.21712187,-0.15055794,0.20138192,1
1.6968918,-0.3370819,-0.13582945,-0.2867605,-0.07786496,0.14823663,1
-0.39150435,0.72734547,0.6583102,-0.24949771,-0.03510439,0.08287405,1
1.3381073,0.2317915,0.9673042,-0.06379469,0.000937,-0.030136019,1
1.5958699,0.003913879,-0.87601244,-0.13587679,-0.09924524,0.08776098,1
2.90717,1.09968,2.9882722,-0.017368935,-0.08091928,0.11463905,1
0.2839681,0.42364788,-1.7391608,0.0400524,-0.06625852,0.14029539,1
-0.666749,0.09620857,-1.1397322,0.08525643,0.0125431,0.055385113,1
-0.5785349,0.12611294,-1.89576,0.10846931,0.12372057,-0.14742213,1
0.19522977,0.3960247,0.4663304,0.17138843,0.021706078,-0.15475252,1
-0.018489689,0.32680798,2.8948681,0.002178754,0.014375695,-0.05029457,1
0.8426039,-0.52107906,1.6283307,-0.038749218,-0.003950262,0.016900606,1
2.1784487,-2.0245438,2.6829805,-0.21406753,-0.078475825,0.096923955,1
1.596317,-0.78232574,2.2039328,-0.049133927,-0.09374745,0.054774247,1
-0.35097954,-0.044672012,-0.2273562,-0.02592105,-0.019832758,0.037059158,1
-0.52841705,0.66270256,0.16398823,-0.038749218,0.024149539,0.010791954,1
-0.31637794,0.53934383,-0.34949493,0.07181739,0.04614069,-0.036855537,1
0.17630069,0.31418133,-1.2868459,0.17444275,-0.007004588,-0.009977466,1
-2.0166292,1.0967903,0.5243401,0.08953249,-0.02471968,0.015678875,1
-0.26043528,0.58801174,-0.24916649,0.1121345,0.02903646,0.060272038,1
0.09810259,0.05910778,-0.43620527,0.106025845,0.018651752,0.035837427,1
2.0704188,-0.5904989,1.0437257,0.10358239,0.031479925,-0.01730785,1
0.58071506,-0.8126488,1.0068016,0.04860451,-0.032050062,0.1048652,1
0.7885174,-0.85786915,0.7460569,-0.15970053,-0.027774006,0.13540846,1
2.29599,-0.9314461,2.6947682,-0.14748323,-0.056484673,0.08470664,1
