AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class
-0.007827625,0.13864899,0.049137026,0.007554367,-0.005029458,-0.010120012,1
0.20909868,0.1375742,-0.8580063,-0.003441208,-0.019690223,-0.011952605,1
-0.05843363,0.18344402,0.3494782,-0.002219477,0.004744386,-0.010120012,1
0.05615443,0.09739685,-0.13108408,-0.020545434,0.008409577,-0.02050472,1
0.17550066,0.29803467,0.15390408,0.027712919,-0.015414166,0.008816812,1
0.024391517,0.045235634,0.15671426,0.008165232,0.005355252,-0.022948181,1
0.2905268,0.16555405,-0.28442615,-0.01749111,-0.01235984,-0.003400493,1
-0.018073417,0.06646919,0.77839077,0.05703445,-0.014803303,0.002097294,1
0.15525895,0.021370888,-0.1595226,-0.006495534,0.012685634,-0.026002508,1
-0.1359614,0.5736351,0.194572,0.011830424,0.01451823,0.019812386,1
-0.013848648,0.04191494,0.04175496,-0.004662938,-0.007472918,-0.003400493,1
-0.04384236,0.091753006,-0.7245188,0.01732821,-0.014803303,0.012482002,1
0.4006851,-0.24616623,-0.8301243,-0.04070399,-0.001364267,-0.002789628,1
-0.6068648,0.11726475,-0.11333442,-0.096903585,-0.015414166,0.021034118,1
-0.08424465,0.4358225,-1.282966,-0.041314855,-0.009305514,0.02531017,1
-0.13356179,0.55431366,-2.871552,0.039930224,0.005355252,0.000876,1
-0.9622803,0.39243793,-3.8802235,0.03382157,0.04689409,-0.027835103,1
0.93531686,1.9853497,2.5815134,-0.032151874,-0.010527245,0.003319025,1
-0.4293332,0.79383755,-1.8919722,0.14805338,-0.05512041,-0.12679528,1
-0.39171076,0.46818638,0.54813755,0.07719301,-0.03312926,-0.089532495,1
-0.45072746,0.42923546,0.39482522,0.079025604,-0.001975131,-0.06265442,1
0.004251592,0.24212265,0.39866126,0.075971276,0.03895284,0.013092868,1
0.18075332,-0.5708132,0.3391167,0.020382537,-0.027020607,0.051577378,1
0.79814774,-0.4702282,0.82571614,-0.016880244,-0.08260934,0.03080796,1
0.021294938,-0.4785185,0.4345336,-0.07613417,-0.086274534,0.043636132,1
0.6252866,-0.047883034,2.1094801,-0.086518876,-0.00869465,0.028975364,1
0.4797626,-0.098415375,0.9511799,-0.007106398,-0.014803303,0.008816812,1
-0.42587996,-0.14783669,-1.2454017,0.10162762,0.029178996,-0.033943757,1
-0.3462607,0.9252014,-1.9301206,-0.002830342,-0.006251188,-0.024780776,1
-0.073770024,1.0416088,0.6924064,0.1370578,0.043228894,0.025921036,1
-0.47256655,-0.17014217,-4.019326,-0.181203,-0.064283386,0.044246998,1
0.34896168,-0.06083584,1.9824175,-0.08468628,-0.03801618,0.031418826,1
-0.17684168,-1.0076351,0.12433863,-0.11095349,0.042007167,-0.16833411,1
0.06535934,1.0338383,-2.0849252,-0.181203,-0.020301089,-0.002789628,1
-0.77643156,-0.65934086,-4.768948,0.027102053,0.16662367,-0.09625201,1
0.59060735,1.1889334,0.8623576,-0.057808217,-0.03435099,0.060740355,1
0.46446022,0.45119095,1.6384754,0.006943502,-0.12475904,0.09189449,1
1.7296469,0.27313232,-0.031187534,0.015495615,-0.0691703,0.034473155,1
0.95429486,0.48804665,-0.35557353,0.016717345,-0.17790432,0.01797979,1
1.495609,-0.072566986,-0.7383959,0.103460215,-0.07405723,-0.08159125,1
0.9173305,0.69036007,-1.5821068,0.023436863,-0.14613934,-0.085256435,1
-0.8267577,2.6788235,-3.2120008,0.027712919,-0.22188662,-0.12801701,1
-0.8446757,1.7020769,-1.4332526,-0.038260527,-0.14919366,-0.016839528,1
-1.7384874,0.23762321,-0.3662784,-0.12805772,-0.13025683,-0.016839528,1
0.038597822,1.5677776,-1.0593214,0.048482336,-0.2011172,0.015536327,1
1.2589672,-0.97760963,2.8775175,-0.027875818,-0.13758722,-0.031500295,1
0.96610534,0.21971321,2.094066,-0.022378031,-0.15346971,0.07356852,1
1.236279,0.6903925,0.36293387,0.090632044,-0.10765482,-0.029056834,1
0.8929631,0.40668678,1.0099016,0.099184155,-0.04840089,-0.19215785,1
-0.16597512,-0.29172897,3.933962,0.16332501,-0.06000733,-0.18177314,1
-1.7417456,-0.8179636,0.41301477,-0.049866967,-0.10887655,0.044857863,1
-0.783567,-1.2998457,0.23012985,0.01732821,-0.042292237,0.08395325,1
1.9178355,0.047618866,-1.1143966,-0.056586485,-0.12048299,0.18841119,1
1.9490709,1.478054,-1.7604154,-0.08285369,-0.058174733,-0.003400493,1
1.0335606,0.4841671,-1.9696361,-0.06208427,-0.0587856,-0.047993656,1
-1.208224,0.8609581,-2.8420956,-0.18975511,0.004744386,-0.15550594,1
-1.8293939,0.73614216,-0.003068686,-0.07002552,-0.003807727,-0.15733853,1
-1.292938,-1.0635166,-2.1547492,0.08330166,-0.06489425,0.03386229,1
1.806942,-0.12845993,0.13196501,0.14072299,-0.04717916,0.020423252,1
1.0405955,-1.0064859,-0.68460804,0.042373687,-0.08077674,0.016147193,1
1.6050175,0.67987156,-1.353638,-0.11034262,-0.06122906,0.026531901,1
-0.57279634,1.3522711,0.48802465,-0.021767166,-0.058174733,-0.02050472,1
-1.6491728,0.4437809,-5.1908484,-0.34002796,-0.09971357,-0.05104798,1
-0.80770093,0.036439896,-1.0664207,-0.03276274,-0.09849184,0.028975364,1
0.8839283,0.91593075,-0.24311948,0.038708493,-0.08138761,0.043025266,1
