AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class
-0.15640098,0.8012152,-0.7559705,-0.011260281,0.03942117,0.004072435,1
0.19979015,0.50561047,0.09368241,0.049826242,0.010710504,-0.021583905,1
0.35273442,0.58367443,-0.20084119,-0.01675807,0.014375695,0.0187332,1
-0.18573838,0.588295,0.027484298,-0.01675807,-0.01311324,-0.01975131,1
0.24367565,0.17377377,0.3731476,-0.004540765,-0.000285,-0.016696984,1
-0.05995205,0.10439587,0.010600328,-0.016147204,0.000326,0.005905032,1
-0.23892406,0.094587326,0.23351765,-0.07051421,-0.012502376,0.010791954,1
-0.20093876,0.03973198,-0.080328465,-0.0179798,0.02292781,-0.002647083,1
0.1729954,0.318635,1.0303041,-0.054631714,0.010710504,0.019344065,1
-0.26553062,0.4221716,1.1701585,-0.050355658,-0.022887085,0.00346157,1
-0.3974164,-0.021035194,-0.29667825,-0.038749218,-0.013724105,0.005294167,1
-0.3276926,0.23181152,-0.1575135,-0.002097303,-0.011280645,-0.020362174,1
-0.04758373,0.25783348,0.88851887,0.042495858,0.005823582,-0.006923139,1
0.070882335,-0.30335712,0.12555355,-0.001486438,-0.026552275,-0.003257949,1
-0.1380974,-0.5885105,0.7527911,-0.04363614,-0.000285,0.002850704,1
-0.20039469,-0.43619156,0.77415544,-0.061351236,-0.015556702,0.012013681,1
0.025942266,0.37501144,0.9400135,-0.011260281,-0.003950262,0.010181088,1
-0.05129823,0.21950245,0.047587693,-0.035694893,-0.018611027,0.018122334,1
-0.17401582,0.07456589,0.40960664,-0.09189449,0.014375695,0.0187332,1
-0.20374858,0.078445435,0.21955752,-0.048523065,0.007045313,0.026063584,1
-0.15993893,0.6465063,0.30355626,-0.02164499,-0.003339397,0.02239839,1
0.1436543,0.13788319,-0.36403728,-0.015536339,0.000326,-0.002647083,1
-0.16049507,-0.10197353,0.33432722,-0.005151629,0.007045313,-0.009977466,1
-0.19371742,0.13263798,0.011951119,0.030278556,-0.002117666,-0.006312273,1
0.3866136,-0.29656887,1.1336586,0.016228653,-0.01311324,0.002239838,1
0.1934281,-0.01193428,1.2559055,-0.00637336,0.007045313,-0.00447968,1
-0.01739332,-0.20457172,0.4472563,-0.02469932,0.002769256,0.000407,1
-0.023502022,-0.14091492,0.71695876,-0.040581815,-0.017389297,0.017511472,1
0.029670179,-0.029164314,0.79463416,-0.000265,-0.029606603,0.006515894,1
-0.075811625,0.4162302,0.7949399,0.04371759,-0.01311324,-0.050905436,1
-0.54194224,0.14816475,0.99154854,-0.005151629,-0.06198246,0.047443867,1
-0.5126674,0.3100996,0.45334527,0.013785193,-0.035715256,0.06638069,1
0.508652,0.069176674,0.37825754,0.054713164,-0.021665353,0.07004588,1
0.6635456,-0.3081808,-1.0364672,0.044328455,-0.018000163,0.034615695,1
0.021248683,-0.15531254,-0.7808319,0.038219802,0.009488774,-0.01730785,1
0.221447,-0.13836575,-0.47000995,0.004622215,-0.021665353,0.012013681,1
-0.80042565,0.9684887,-0.5601135,-0.2006285,0.030869057,-0.016696984,1
-1.0041673,1.054802,0.35124445,0.10908017,-0.058317266,0.002239838,1
0.942248,0.7220745,0.89751875,0.40596068,0.027814731,-0.08389216,1
1.3246046,-1.4222536,0.25630468,0.36442184,0.038810305,-0.10038552,1
0.4422592,0.50117683,-1.1372155,0.3741957,0.03697771,-0.10466158,1
0.44644365,-1.6910954,2.7593653,0.18116227,-0.031439196,-0.010588331,1
0.26556218,-0.92690086,2.0319853,-0.022866722,-0.059538998,0.04438954,1
-0.003277406,0.009325028,1.1810849,-0.1163291,-0.05037602,0.076765396,1
-0.45898238,0.53651905,1.4115865,-0.08334238,-0.059538998,0.079819724,1
-0.41711146,0.4576149,0.29077396,-0.046690468,-0.02349795,0.021787524,1
-0.41776583,0.6100435,-0.45281398,-0.049744792,-0.02716314,0.034615695,1
-0.20365152,0.69869995,0.089420736,-0.009427686,-0.016167566,0.002239838,1
-0.36704773,0.35289574,-0.8416279,-0.002097303,-0.015556702,-0.005090542,1
-0.024408758,0.2838745,-0.29854456,-0.035694893,-0.020443624,0.005905032,1
