AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class
0.12123686,0.081274986,-0.29673368,-0.008816821,0.02292781,-0.026470827,1
0.1689403,-0.06324291,-0.83165216,-0.041803546,-0.01311324,0.01628974,1
-0.18720075,0.20017147,-1.3870878,0.07609345,-0.02471968,-0.002647083,1
0.23155019,0.5507593,-1.113703,0.06998479,0.024149539,-0.02097304,1
-0.011827499,-0.3700819,0.9384146,0.13534738,-0.019832758,0.002850704,1
0.69701165,-0.31881237,-0.7043196,0.080980375,-0.013724105,0.054774247,1
0.7650682,-0.28700638,-2.5537887,0.04493932,0.0125431,0.03828089,1
1.4102263,-0.39596653,1.5738466,-0.19451985,0.014986561,0.08776098,1
0.5099398,0.12108135,1.2621632,0.12923872,0.013153965,-0.05457063,1
-0.34720308,-0.104813576,-0.9190452,0.06265441,0.015597426,-0.051516302,1
0.09454,-0.18309784,0.94246113,-0.094337955,0.03819944,0.017511472,1
-0.6180568,-0.14780807,-0.30366206,0.011952598,-0.01311324,0.02789618,1
-0.35559654,0.1404562,0.36386216,-0.066849016,0.017430022,0.04561127,1
-0.1272244,-0.25605392,-0.5439482,-0.002708169,-0.014945837,0.068213284,1
0.45737234,1.6259432,-0.80303407,-0.02164499,0.096842505,-0.002036218,1
-0.14944908,0.7081499,-0.36760998,-0.039360084,0.002769256,-0.015475253,1
-1.0731968,0.4586296,-1.7940662,-0.011260281,0.0125431,-0.03624467,1
-0.22113955,0.27315426,-0.52737474,-0.002097303,0.0546928,-0.022805637,1
1.1035476,1.2749958,3.2236207,0.15428421,0.0986751,-0.09061168,1
-1.0562378,0.6382332,-0.24687576,-0.034473162,0.08890126,-0.027692558,1
-0.9967835,0.49890995,1.1817067,-0.07967719,0.08218174,-0.002036218,1
0.08889497,-0.48767662,-0.39158487,-0.20368282,0.13105094,-0.040520728,1
-0.16364917,-0.37211323,-0.001184523,-0.15053755,0.09073385,-0.036855537,1
0.9451164,-0.82633495,-1.6113368,0.13717997,0.068131834,-0.030136019,1
1.1236444,-2.0899768,4.7040753,-0.17985909,0.07118616,0.06638069,1
1.6880174,-2.1194892,4.965841,-0.5005634,-0.008837184,0.1854994,1
-0.65615296,-2.0950956,-0.31388235,-0.94221896,-0.01311324,0.2563598,1
-0.5784987,3.489769,2.016199,-0.088840164,0.20924172,0.035837427,1
-1.5387948,1.5877275,-8.093118,-0.17313957,0.18114191,0.005294167,1
0.54199445,1.435092,1.1166637,-0.07295767,0.3027041,0.000407,1
0.4724597,1.1551504,-0.10836387,0.15000814,0.24894795,-0.09977466,1
-0.08292639,1.507782,2.9232852,-0.08212065,0.19946787,-0.020362174,1
-1.7886188,0.003168106,-0.2864077,0.08220211,0.30575842,0.0627155,1
-0.056640446,0.23438358,0.9695746,0.106025845,0.29293025,0.008348491,1
0.5554905,0.5142355,1.3419892,0.080980375,0.22878939,0.09753481,1
-1.0368106,-1.4660473,1.6622833,-0.07479026,0.41937935,-0.08877908,1
-0.72482884,-0.8676996,0.75552726,0.046771914,0.37417534,-0.09488773,1
0.39193127,0.047056198,1.8975698,-0.046690468,0.36256889,-0.12848532,1
-1.0420794,-1.749198,0.7227105,-0.02958624,0.43404013,-0.1675807,1
-1.222589,0.17434406,0.6598439,-0.0320297,0.4199902,-0.093055144,1
-2.8616037,-0.19381237,1.8378835,-0.097392276,0.38944697,0.05416338,1
-1.0567709,1.2537508,0.4071306,-0.18902206,0.4450357,0.14945835,1
-0.13758183,-0.3572607,-0.500491,-0.12549208,0.46641597,0.020565797,1
