AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class
-0.2464625,-0.087623596,0.93955255,-0.032151874,-0.013581571,0.015536327,0
0.042284317,0.089811325,0.36707294,-0.015047648,-0.016025033,0.017368924,0
-0.11228987,0.28510475,-0.1795007,-0.0211563,-0.019690223,-0.018061258,0
-0.12004531,0.23343754,-0.820881,-0.022378031,0.005355252,0.010649409,0
0.24863166,0.3698206,-0.002356947,-0.016269378,0.0132965,-0.018061258,0
-0.13951018,0.39754295,-0.15775263,0.039930224,0.002300925,-0.011952605,0
-0.07295477,0.27603912,0.3541714,-0.016269378,0.001079195,-0.02172645,0
0.17834407,0.070290565,-0.2082603,-0.002830342,-0.003807727,-0.010120012,0
-0.13793899,0.26766014,-0.01864183,0.019160807,-0.017246764,-0.011952605,0
0.10175942,0.06346512,0.29867184,-0.008938995,-0.012970706,-0.004622225,0
0.022913551,0.21407604,0.08322054,0.027102053,-0.014192437,0.011260275,0
0.19702801,0.17017174,0.7414186,0.057645317,-0.000143,-0.035165485,0
-0.09421879,0.28099918,-0.059082627,-0.004052073,-0.01113811,-0.000957,0
0.102489784,0.044549942,0.0477376,-0.018712837,-0.019079357,-0.010730878,0
0.082392745,-0.028035164,-0.5324812,-0.00832813,-0.014192437,-0.004622225,0
0.29579496,-0.2856245,-0.27537134,0.01732821,-0.001364267,-0.008287415,0
0.15053163,-0.25658417,-0.27845028,-0.022378031,0.015129095,-0.03577635,0
0.07577187,-0.34029198,-0.6099515,-0.01749111,-0.014803303,-0.003400493,0
0.42962214,0.005073547,-0.24242097,-0.015658513,0.012074769,-0.036387216,0
-0.008370064,-0.077368736,-0.22181833,-0.021767166,0.012074769,-0.001567897,0
0.06209902,-0.07450485,-0.74823403,-0.024210628,-0.023966279,-0.014396068,0
0.17533115,0.10844231,-0.49486032,-0.026043221,0.004133521,-0.031500295,0
-0.17658992,0.14927292,0.18097055,0.05214753,-0.018468492,0.011260275,0
0.14798282,-0.035573006,-0.7069,0.043595415,-0.003196862,-0.017450394,0
-0.28949556,0.009588242,-0.948722,0.09612983,-0.022744551,0.014925465,0
-0.1016355,-0.052392006,-0.5910741,-0.015658513,-0.001975131,-0.016228663,0
0.09821663,0.18459892,0.20784485,0.02526946,-0.02152282,0.01920152,0
-0.11216771,-0.11709213,0.27026424,0.00327831,-0.005029458,-0.011952605,0
0.23324528,-0.046281815,-0.58412564,-0.021767166,-0.022133686,0.010649409,0
-0.21188071,0.1666975,0.34205052,-0.020545434,-0.006251188,-0.002789628,0
0.2954159,0.17538929,-0.35511166,-0.024821494,-0.000143,-0.013174336,0
-0.26330608,0.27173424,-0.01639998,-0.016880244,-0.018468492,0.009427678,0
0.16819589,0.23257065,-0.3558283,-0.040093124,0.002300925,-0.011952605,0
-0.115329966,0.32268238,-0.73750204,0.058256183,-0.010527245,0.002097294,0
