AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class
0.046402127,-0.13717842,-0.28293374,-0.03630576,-0.008226318,-0.0234165,0
-0.13697833,0.365242,0.108888835,0.035776343,-0.00944805,0.009570222,0
-0.045354933,-0.10334015,-0.5349848,-0.011871147,-0.027774006,0.00346157,0
0.24208939,0.07276058,-0.3503963,-0.0179798,0.002769256,-0.005090542,0
-0.23023361,0.011764526,-0.4940847,0.011341732,0.003380121,0.006515894,0
0.08243817,0.000148,-0.028262824,-0.02836451,0.003380121,-0.000204,0
-0.056366593,0.10904598,-0.4919038,0.042495858,-0.000285,0.01628974,0
0.18880838,-0.054860115,-0.5369395,0.000346,0.003380121,-0.000814,0
-0.25155643,0.38398552,0.5004583,-0.002708169,0.000326,-0.014864387,0
0.07966614,0.3661871,-0.26299977,-0.02469932,0.007656178,0.002239838,0
-0.35258022,0.084308624,0.09591478,0.003400484,-0.007004588,-0.000204,0
0.3017167,0.2908764,-0.081077844,0.00523308,-0.021665353,0.010181088,0
-0.19919643,0.018981934,-0.48365974,0.025391633,0.019873483,-0.014864387,0
0.2756819,0.27888393,-0.1361936,-0.00637336,-0.014334971,-0.008755736,0
-0.32408932,0.08474922,0.31507075,-0.021034125,0.014375695,-0.02097304,0
0.16223773,0.25232315,-0.09880817,0.013785193,-0.018000163,0.01628974,0
0.26187864,0.070575714,0.5269635,-0.02164499,0.0125431,-0.003257949,0
0.038296193,0.028366089,-0.60834295,-0.001486438,-0.019832758,0.00712676,0
-0.02491793,0.0952034,0.09804478,-0.02836451,0.017430022,-0.022194771,0
-0.16710815,0.07774353,-0.13311142,0.019893846,-0.029606603,0.017511472,0
0.13045359,0.09000492,-0.013187975,-0.030197106,0.003990986,0.004072435,0
-0.10519692,0.41327858,0.56875736,0.0400524,-0.000285,0.018122334,0
0.082155734,0.29388523,-0.08085868,-0.003929899,0.004601852,-0.001425352,0
-0.12362328,-0.10850334,-0.53340137,-0.010038552,0.002769256,-0.013642658,0
0.1650956,0.088819504,-0.55122054,-0.008205955,-0.025330545,-0.001425352,0
0.30374783,0.1982956,-0.052173853,-0.02836451,0.014986561,-0.014253523,0
-0.10489917,0.5086937,0.7172341,-0.002708169,-0.027774006,0.017511472,0
-0.025553346,-0.062433243,-0.35601008,-0.03325143,-0.004561127,0.002850704,0
-0.20906462,0.30960464,0.8464087,0.0400524,-0.002728531,0.010181088,0
0.2961942,0.4080057,0.37433657,-0.010649418,-0.003339397,-0.005090542,0
-0.07172933,0.43070984,0.6535668,-0.002097303,0.000326,-0.014864387,0
0.22053897,0.53248024,-0.018536925,-0.013092878,0.014375695,-0.003868815,0
-0.074118525,0.41080284,0.4842717,0.023559038,-0.014334971,0.00712676,0
-0.32017875,-0.000876,-0.3847604,0.004011349,-0.029606603,0.017511472,0
0.3366438,0.27698612,0.6558815,-0.027753644,-0.008837184,0.00346157,0
0.20544767,-0.1219759,-0.7402514,0.009509136,0.002158391,0.004683301,0
0.18581736,-0.09549713,-0.6879712,-0.019201532,0.019262617,-0.026470827,0
-0.21420127,0.056567192,-0.27275956,0.005843945,0.010099638,-0.01975131,0
-0.047365814,-0.060162544,-0.5503361,-0.013092878,0.001547525,-0.006923139,0
-0.47196773,-0.023509026,-0.08763388,0.000957,-0.018000163,0.013235413,0
0.23521182,0.38953876,0.29022154,-0.006984226,-0.028384872,0.020565797,0
0.25702196,0.16950798,0.4510206,-0.018590666,0.022316944,-0.022805637,0
0.26217118,0.40703487,-0.021541387,-0.015536339,-0.007004588,-0.006923139,0
0.09250185,0.25293922,0.2950994,-0.000876,-0.01189151,0.004072435,0
-0.29339424,0.14870548,-0.18823418,0.003400484,-0.028995737,0.012013681,0
-0.04689601,-0.07190609,-0.4310136,0.012563462,0.021706078,-0.01975131,0
0.19607788,0.15944195,-0.38593933,0.017450385,-0.010058914,0.013235413,0
0.2934661,0.31112385,0.38200375,-0.027753644,0.002769256,-0.012420926,0
-0.18936004,0.3885603,0.4455676,0.01806125,0.000937,0.008348491,0
-0.10397357,-0.062888145,-0.6625304,-0.034473162,-0.003950262,0.006515894,0
0.24163264,0.24310112,0.324336,0.1121345,0.06263405,-0.061290145,0
0.8521958,0.12617207,-0.26309037,-0.007595091,-0.06381506,0.023009256,0
0.66018033,-0.19104195,0.56379825,0.061432682,-0.040602177,0.013235413,0
0.22298253,-0.45361614,0.009920508,-0.006984226,-0.000285,-0.020362174,0
-0.497176,-0.083444595,0.21705459,-0.035694893,0.05835799,-0.039909862,0
-0.4962612,0.012722015,-0.48503333,0.017450385,0.021095213,0.006515894,0
-0.068500996,-0.1338749,-0.03384322,-0.053409982,-0.013724105,0.013846278,0
